"WaterSourceId","DisclosureId","APINumber","StateName","CountyName","OperatorName","WellName","Description","Percent"
"68de2d4e-0fc3-47f8-b602-c698e7e0368d","738835b3-2b4f-4e69-af46-1f0e74088496","37059282950000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 11MH","Groundwater, < 1000TDS","16.00"
"b7c7f1f8-a3cf-4cda-8f69-ebdc2ba015e6","3b57c963-24ff-44bb-a999-1f17de9bf09e","42255351690000","Texas","Karnes","ConocoPhillips Company/Burlington Resources","MATTE UNIT A 2","Groundwater, < 1000TDS","100.00"
"d5d4fd59-fd0e-4bd7-a45f-edac7a70533d","9c20c2f1-966c-4500-b8de-1ff671d64734","30025508120000","New Mexico","Lea","MEWBOURNE OIL COMPANY","EL MAR 21 H3DM FED COM 1H","Produced Water","100.00"
"37436ccd-3341-4717-8870-96df64c2acae","89f93b24-0c64-43a7-b034-206a6ac82d11","05045243710000","Colorado","Garfield","Caerus Oil and Gas LLC","BJU M23A Fed 12C-23-496","Produced Water","100.00"
"82c314bb-939a-48b6-b6f5-81c94bfbdd62","e7c216cf-a06e-4c4c-815d-2167d8548683","49005784320000","Wyoming","Campbell","Rockies Resources Holdings LLC","Snaggle 4472-1324-1PH","Groundwater, > 1000TDS","100.00"
"58a002a2-c9f1-498c-8b1e-781bdff94468","dad88319-240c-4172-a463-2168c8440e98","37059282960000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 12MH","Produced Water","6.00"
"38ec7688-b63d-4c5e-9149-1ec12f41dac2","dad88319-240c-4172-a463-2168c8440e98","37059282960000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 12MH","Groundwater, < 1000TDS","16.00"
"eeb53b88-9a8f-4b4c-ae4a-eabd2e7dee52","dad88319-240c-4172-a463-2168c8440e98","37059282960000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 12MH","Surface Water, < 1000TDS","78.00"
"c2b9bec5-cbce-4818-b2f9-dbf7fba41a71","1e753ce8-a55b-4298-b602-21e2448ef0f3","30015500470000","New Mexico","Eddy","XTO Energy/ExxonMobil","Shanghai Rooster 15-10 Federal 804H","Groundwater, > 1000TDS","5.00"
"fe6bbf63-371b-48a6-b5cc-3c5360f492e1","1e753ce8-a55b-4298-b602-21e2448ef0f3","30015500470000","New Mexico","Eddy","XTO Energy/ExxonMobil","Shanghai Rooster 15-10 Federal 804H","Produced Water","95.00"
"f00c7800-933d-4a2d-acdb-81cd22feb417","165daf5c-afca-40ec-a8dc-22469ca3e7cf","30039314300000","New Mexico","Rio Arriba","LOGOS Operating, LLC","Rosa Unit #644H","Produced Water","40.00"
"d9e9ed6d-daf0-44ab-92c8-f9dd546609cb","165daf5c-afca-40ec-a8dc-22469ca3e7cf","30039314300000","New Mexico","Rio Arriba","LOGOS Operating, LLC","Rosa Unit #644H","Groundwater, < 1000TDS","60.00"
"a8a3e494-8652-400f-a1ae-06558e2fa63e","d3f91cee-5aa6-4349-8ac6-22f01b0a86b0","42329446880000","Texas","Midland","Diamondback E&P LLC","BLACKFOOT EAST H 707WA","Produced Water","100.00"
"092e4163-df33-485e-bd4d-084740dce91a","58747f34-399b-4ce0-aa1f-232e925d227c","42103328050000","Texas","Crane","Blackbeard Operating","WADDELL TR 3 1127","Groundwater, < 1000TDS","100.00"
"3b548962-ee27-45ba-9e06-a82f644223fa","9dfcda34-2e90-477d-a5c9-2378f1aa3d17","42283373080000","Texas","La Salle","Lewis Energy Group","HENDERSON-CENIZO PSA F NO. 16H","Groundwater, > 1000TDS","100.00"
"f6318d82-dfb1-4751-88a1-1c6c7fd8f975","4d67bdfc-244a-4ef2-9ba3-23996a90f870","33053089710000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","GEORGE 2C MBH","Groundwater, < 1000TDS","100.00"
"a7a44eb5-39a0-4488-84c8-78e60de062b7","7edc41ac-e64c-4432-851b-242c63871fe4","42317443520000","Texas","Martin","Diamondback E&P LLC","TY RANCH WEST 2WB MARTIN 2WB","Groundwater, < 1000TDS","100.00"
"6aeab5ef-c383-48e8-b8ec-713d6cda7aad","7e4c1e38-1ebc-49b1-965d-248f65add95e","42317442970000","Texas","Martin","Diamondback E&P LLC","VANDENBERG EAST 12 24 UNIT 6MS 6","Produced Water","100.00"
"7868b8e3-657d-4bf6-b075-5a069e0daa5b","fe7d0745-98a3-4028-ab42-24e8ae6e9349","17031272620000","Louisiana","De Soto","Chesapeake Operating, Inc.","L&R 22&15&10-13-12 2HC","Surface Water, < 1000TDS","100.00"
"037fa2cb-8a24-4f86-b97b-0482b6674fbe","ef05694a-e6e9-427b-910a-25d8e9683c1f","33053089700000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","GEORGE 2D TFH","Groundwater, < 1000TDS","100.00"
"34d26253-5338-4f31-bd36-13eeea20d24d","bc2a1b6f-121f-4b15-95e3-260c0f60acaa","33105059870000","North Dakota","Williams","Hess Corporation","TI-STATE- 158-95-3635H-2","Groundwater, < 1000TDS","96.72"
"7b4fe845-8f1c-4a03-a1db-9005343be631","bc2a1b6f-121f-4b15-95e3-260c0f60acaa","33105059870000","North Dakota","Williams","Hess Corporation","TI-STATE- 158-95-3635H-2","Produced Water","3.28"
"307a5438-0a9d-47ba-9ef1-d576535c59d4","f6ef04e1-d4a2-49be-9c5a-26b63f5730ad","42317446910000","Texas","Martin","Diamondback E&P LLC","TY RANCH WEST  3LS","Groundwater, < 1000TDS","100.00"
"5b652504-a4af-4fb4-b5c5-aa38d87387e9","5aae5d0b-0e02-4824-bdcf-26ea9c0db31f","35087222140000","Oklahoma","McClain","Red Rocks Oil & Gas Operating LLC","Flyby 1-32","Groundwater, > 1000TDS","100.00"
"19061425-972b-421c-9eb0-2530039dc8ad","7fc7e276-0ec6-4124-b133-278d40f2ac7f","42317442960000","Texas","Martin","Diamondback E&P LLC","VANDENBERG EAST 12 24 UNIT 5WB 5","Produced Water","100.00"
"45910241-af20-4cfd-8324-1c6dd434f9b0","a7bdc6e9-71fe-4ce8-972f-285427925466","05123490020000","Colorado","Weld","Noble Energy, Inc.","SHELTON STATE H01-759","Groundwater, < 1000TDS","100.00"
"e1c11943-22a6-4377-aad9-464eaf18bdb8","5d2db788-5664-4d0f-b633-28a902dc31c0","05005075370000","Colorado","Arapahoe","Crestone Peak Resources","ALAMOSA 05-64 05-04-03 04AH","Surface Water, < 1000TDS","100.00"
"1d0f2ab7-b282-4223-885d-81319bc3dfca","5fcee28c-3aab-4a01-b68f-28bb2fc22ebc","01073219220000","Alabama","Jefferson","PGP Operating, LLC","RGGS 22-08-18-05-13-2201","Other, < 1000TDS","100.00"
"fbe359f7-a9d4-466b-a203-b9710c64cfb0","48b0e0ca-3391-4a3c-88cc-28da91ef2e3a","05123510830000","Colorado","Weld","Verdad Resources LLC","TIMBRO STATE 0112-02H","Groundwater, < 1000TDS","100.00"
"821ae1fd-e1e7-46f3-937d-070f576d8499","819983f8-8981-4474-9856-29a007551d39","33053089720000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","GEORGE 2B TFH","Groundwater, < 1000TDS","100.00"
"1786a2e3-b22d-4ad4-93c2-8da6ad183e17","c4f0ba56-9dff-4a48-964c-2a298dd92fe9","05123510840000","Colorado","Weld","Verdad Resources LLC","TIMBRO STATE0 112-01H","Groundwater, < 1000TDS","100.00"
"cdb81921-5c81-46ee-b465-e5f704f0ba73","43830ce8-adec-4883-b35d-2b0f2b14cc85","42283374570000","Texas","La Salle","BPX Operating Company","DORA MARTIN A JCM 1850 SA 1 1H 1850 1 1H","Groundwater, < 1000TDS","100.00"
"22837017-55cc-42e6-8065-88d15d572233","49dc9622-f028-4851-b75b-2bd8529a0631","33105059750000","North Dakota","Williams","Hess Corporation","BL-IVERSON B-155-95-0807H-7","Groundwater, < 1000TDS","98.87"
